"","autor","fecha","tweet_id","texto","texto_tokenizado"
"1","Stephen Lang","1675005034","1619714625670643712","#AVATAR #TheWayofWater #Quaritch #Illbenice #Once #ThenIwont https://t.co/cbOJiauPB7","c(""avatar"", ""thewayofwater"", ""quaritch"", ""illbenice"", ""once"", ""theniwont"")"
"2","Stephen Lang","1674728529","1618554880083329024","Big Muddy and me. #ampsuit #Avatar #quaritch #thewayofwater #Illbeniceoncetheniwont https://t.co/MjFts3Yjfz","c(""big"", ""muddy"", ""and"", ""me"", ""ampsuit"", ""avatar"", ""quaritch"", ""thewayofwater"", ""illbeniceoncetheniwont"")"
"3","Stephen Lang","1674486686","1617540515628552192","A blade carved by #Quaritch for #Spider when he was just a pup. #AvatarTheWayofWater https://t.co/HZ9C1FopqE","c(""blade"", ""carved"", ""by"", ""quaritch"", ""for"", ""spider"", ""when"", ""he"", ""was"", ""just"", ""pup"", ""avatarthewayofwater"")"
"4","Stephen Lang","1673711660","1614289823229173760","#AVATAR #thewayofwater #pandorarules #whysoblue https://t.co/9s0Ppj1tMh","c(""avatar"", ""thewayofwater"", ""pandorarules"", ""whysoblue"")"
"5","Stephen Lang","1672856760","1610704111158149120","@xanderberkeley Unholy love child of Ben Turpin and Keenan Wynn","c(""xanderberkeley"", ""unholy"", ""love"", ""child"", ""of"", ""ben"", ""turpin"", ""and"", ""keenan"", ""wynn"")"
"6","Stephen Lang","1671035884","1603066803780915200","#eatyoureyesforjujubes #avatartwow #quaritch #pandorarules https://t.co/ATlZ8poLNF","c(""eatyoureyesforjujubes"", ""avatartwow"", ""quaritch"", ""pandorarules"")"
"7","Stephen Lang","1670493721","1600792807198711808","#regroupinhell #avatarthewayofwater ##pandorarules https://t.co/JE7BsSPTl9","c(""regroupinhell"", ""avatarthewayofwater"", ""pandorarules"")"
"8","Stephen Lang","1669816333","1597951635942248448","#december16 #quaritchredux https://t.co/teLqgC2nbN","c(""december"", ""quaritchredux"")"
"9","Stephen Lang","1669081612","1594869993136881664","Why so blue? Find out December 16 #Avatar #TheWayOfWater #Quaritch https://t.co/MdwHbpKK7I","c(""why"", ""so"", ""blue"", ""find"", ""out"", ""december"", ""avatar"", ""thewayofwater"", ""quaritch"")"
"10","Stephen Lang","1667934113","1590057033445040128","I vote to save our democracy https://t.co/9IfjvY1j2u","c(""vote"", ""to"", ""save"", ""our"", ""democracy"")"
"11","Stephen Lang","1662425942","1566954091816910848","Possibly😇 https://t.co/o4rR0FOqjy","possibly📳"
"12","Stephen Lang","1656789184","1543311814376787968","Send and I’ll sign but SASE a must and you must send to me at this address: 65 High Ridge Road, Suite 276, Stamford CT 06905 #Fanmail #Avatar #tombstone #dontbreathe #slang https://t.co/kXGDn7iZ8S","c(""send"", ""and"", ""ll"", ""sign"", ""but"", ""sase"", ""must"", ""and"", ""you"", ""must"", ""send"", ""to"", ""me"", ""at"", ""this"", ""address"", ""high"", ""ridge"", ""road"", ""suite"", ""stamford"", ""ct"", ""fanmail"", ""avatar"", ""tombstone"", ""dontbreathe"", ""slang"")"
"13","Stephen Lang","1653995124","1531592678781206528","U send pic w/sase &amp; I’ll sign. ONLY this address: 65 High Ridge Road, Suite 276, Stamford, CT. 06905 https://t.co/mlxRlttt74","c(""send"", ""pic"", ""sase"", ""amp"", ""ll"", ""sign"", ""only"", ""this"", ""address"", ""high"", ""ridge"", ""road"", ""suite"", ""stamford"", ""ct"")"
"14","Stephen Lang","1652361203","1524739514970869760","AVATAR mailbag. Plus TOMBSTONE, DONT BREATHE, in fact any of my myriad roles. BUT as of 7/11/22, ONLY pix sent to address below will receive personal response. SASE and NO cash. You send I sign but only to and from:
65 High Ridge Road Suite 276 Stamford CT. 06905 https://t.co/QbCWhIKHU7","c(""avatar"", ""mailbag"", ""plus"", ""tombstone"", ""dont"", ""breathe"", ""in"", ""fact"", ""any"", ""of"", ""my"", ""myriad"", ""roles"", ""but"", ""as"", ""of"", ""only"", ""pix"", ""sent"", ""to"", ""address"", ""below"", ""will"", ""receive"", ""personal"", ""response"", ""sase"", ""and"", ""no"", ""cash"", ""you"", ""send"", ""sign"", ""but"", ""only"", ""to"", ""and"", ""from"", ""high"", ""ridge"", ""road"", ""suite"", ""stamford"", ""ct"")"
"15","Stephen Lang","1650825063","1518296478158147584","For my friend Michelle Carson https://t.co/2G9YS3fpvg","c(""for"", ""my"", ""friend"", ""michelle"", ""carson"")"
"16","Stephen Lang","1649334861","1512046119110414336","Namaste! https://t.co/EyNl4akJmZ","namaste"
"17","Stephen Lang","1638279917","1465678320918413312","Join me in following @newyorkstateig now led by my daughter @lucylangnyc as New York's 11th Inspector General! https://t.co/tJet81cK6f","c(""join"", ""me"", ""in"", ""following"", ""newyorkstateig"", ""now"", ""led"", ""by"", ""my"", ""daughter"", ""lucylangnyc"", ""as"", ""new"", ""york"", ""th"", ""inspector"", ""general"")"
"18","Stephen Lang","1637331182","1461699037975961600","#DedicationDay #OfByForthePeople https://t.co/ERVFsPPNi0","c(""dedicationday"", ""ofbyforthepeople"")"
"19","Stephen Lang","1637026933","1460422925031518208","@JoshMalina I was good but you were very good at it.","c(""joshmalina"", ""was"", ""good"", ""but"", ""you"", ""were"", ""very"", ""good"", ""at"", ""it"")"
"20","Stephen Lang","1636754095","1459278561605468160","https://t.co/BvNh9aNbF9","character(0)"
"21","Stephen Lang","1636664329","1458902052260626432","❤️🤍💙 https://t.co/wkEpLxdfjn","❤️🤯🔯"
"22","Stephen Lang","1629554307","1429080461838487552","#uniteforstrength #SAGAFTRAelection https://t.co/Ek4ySYyWXX","c(""uniteforstrength"", ""sagaftraelection"")"
"23","Stephen Lang","1624369368","1407333250608074752","#VoteLucyLang #ManhattanDA https://t.co/UP0yR9JFq4","c(""votelucylang"", ""manhattanda"")"
"24","Stephen Lang","1623703841","1404541828435746816","The great Don Scardino sandwich boards for Lucy #VoteLucyLang #ManhattanDA https://t.co/UFmzZvjuPZ","c(""the"", ""great"", ""don"", ""scardino"", ""sandwich"", ""boards"", ""for"", ""lucy"", ""votelucylang"", ""manhattanda"")"
"25","Stephen Lang","1623289903","1402805644546260992","@LearningBOND Policy and principle align. Very different management and leadership style.","c(""learningbond"", ""policy"", ""and"", ""principle"", ""align"", ""very"", ""different"", ""management"", ""and"", ""leadership"", ""style"")"
"26","Stephen Lang","1623081825","1401932903072862208","Lucy Lang is everyone favorite candidate because she is simply the best candidate for the job. At the final bell it’s #LucyLang #ManhattanDA #caseclosed https://t.co/thCjOxTZAV","c(""lucy"", ""lang"", ""is"", ""everyone"", ""favorite"", ""candidate"", ""because"", ""she"", ""is"", ""simply"", ""the"", ""best"", ""candidate"", ""for"", ""the"", ""job"", ""at"", ""the"", ""final"", ""bell"", ""it"", ""lucylang"", ""manhattanda"", ""caseclosed"")"
"27","Stephen Lang","1621345311","1394649435473432576","The ACTORS are come hither! Join us for a discussion with candidate @LucyLangNYC. She’ll supply the facts - we’ll supply the fiction. Tonight 6pm EST. 

https://t.co/eaf0JIU4hn https://t.co/0By7lDiX7n","c(""the"", ""actors"", ""are"", ""come"", ""hither"", ""join"", ""us"", ""for"", ""discussion"", ""with"", ""candidate"", ""lucylangnyc"", ""she"", ""ll"", ""supply"", ""the"", ""facts"", ""we"", ""ll"", ""supply"", ""the"", ""fiction"", ""tonight"", ""pm"", ""est"")"
"28","Stephen Lang","1621121110","1393709070734045184","It’s one of our extraordinarily wonderful volunteers. Hard to know who because they are all very lovely #VoteLucyLang #ManhattanDA #DemocraticPrimary6/22 https://t.co/LpvKFfVVjh","c(""it"", ""one"", ""of"", ""our"", ""extraordinarily"", ""wonderful"", ""volunteers"", ""hard"", ""to"", ""know"", ""who"", ""because"", ""they"", ""are"", ""all"", ""very"", ""lovely"", ""votelucylang"", ""manhattanda"", ""democraticprimary"")"
"29","Stephen Lang","1621084429","1393555217896062976","See you downtown on a sunny Saturday #VoteLucyLang #Chinatown #Sandwichboardingforchange https://t.co/I6w54Uduh4","c(""see"", ""you"", ""downtown"", ""on"", ""sunny"", ""saturday"", ""votelucylang"", ""chinatown"", ""sandwichboardingforchange"")"
"30","Stephen Lang","1620559676","1391354242787680256","#TimesSquare #NYC #VoteLucyLang https://t.co/traJytZFko","c(""timessquare"", ""nyc"", ""votelucylang"")"
"31","Stephen Lang","1620224292","1389947543308615680","Fede has a way with words, ya know? #nowyoullseewhatisee #ifihadahammer https://t.co/czkot2dgDr","c(""fede"", ""has"", ""way"", ""with"", ""words"", ""ya"", ""know"", ""nowyoullseewhatisee"", ""ifihadahammer"")"
"32","Stephen Lang","1619887627","1388535464697778176","@Chris_Meloni mustering all support for https://t.co/pIu6eqUjuq Your voice would be such welcome and respected addition. Check her out please. Thanks🙏","c(""chris"", ""meloni"", ""mustering"", ""all"", ""support"", ""for"", ""your"", ""voice"", ""would"", ""be"", ""such"", ""welcome"", ""and"", ""respected"", ""addition"", ""check"", ""her"", ""out"", ""please"", ""thanks😲"")"
"33","Stephen Lang","1619654744","1387558684847378432","My gifted colleague and friend Mandy showing support for #VoteLucyLang https://t.co/NkR2Q4VE6y","c(""my"", ""gifted"", ""colleague"", ""and"", ""friend"", ""mandy"", ""showing"", ""support"", ""for"", ""votelucylang"")"
"34","Stephen Lang","1614222764","1364775307186761728","Click ‘Events’ at https://t.co/pIu6eqUjuq and go from there. Easy. https://t.co/NhID3DYp80","c(""click"", ""events"", ""at"", ""and"", ""go"", ""from"", ""there"", ""easy"")"
"35","Stephen Lang","1614182586","1364606790998970368","Lucy Lang and Aaron Sorkin talk Law, Theatre, New York. Go to ‘Events’ at https://t.co/pIu6eqCI5Q and join Bradley, Epatha, Teresa, Clark, the Great Scardino, and myself for a scintillating hour. https://t.co/zcQSs9PI4T","c(""lucy"", ""lang"", ""and"", ""aaron"", ""sorkin"", ""talk"", ""law"", ""theatre"", ""new"", ""york"", ""go"", ""to"", ""events"", ""at"", ""and"", ""join"", ""bradley"", ""epatha"", ""teresa"", ""clark"", ""the"", ""great"", ""scardino"", ""and"", ""myself"", ""for"", ""scintillating"", ""hour"")"
"36","Stephen Lang","1613691552","1362547245481082880","Proud to have been named a 2021 Groundbreaker: 50 Women Changing the World, alongside the VP, Stacey Abrams, and some other amazing women!
https://t.co/3oYmcMlvHu
#VoteLucyLang #EquitySafetyFignity","c(""proud"", ""to"", ""have"", ""been"", ""named"", ""groundbreaker"", ""women"", ""changing"", ""the"", ""world"", ""alongside"", ""the"", ""vp"", ""stacey"", ""abrams"", ""and"", ""some"", ""other"", ""amazing"", ""women"", ""votelucylang"", ""equitysafetyfignity"")"
"37","Stephen Lang","1613579708","1362078135899070464","#VoteLucyLang #ManhattanDA #Crimefighter  https://t.co/KkJAShSSoN","c(""votelucylang"", ""manhattanda"", ""crimefighter"")"
"38","Stephen Lang","1613426699","1361436371630620672","Don’t miss this. Brilliant minds in conversation + Heavy duty Actors doing heavy duty. #AaronSorkin #AFewGoodMen #VoteLucyLang #BradWhitford #ClarKGregg #SEpathaMerkerson #TeresaRuiz #StephenLang #DonScardino #ManhattanDA https://t.co/Kf98hRmpBM","c(""don"", ""miss"", ""this"", ""brilliant"", ""minds"", ""in"", ""conversation"", ""heavy"", ""duty"", ""actors"", ""doing"", ""heavy"", ""duty"", ""aaronsorkin"", ""afewgoodmen"", ""votelucylang"", ""bradwhitford"", ""clarkgregg"", ""sepathamerkerson"", ""teresaruiz"", ""stephenlang"", ""donscardino"", ""manhattanda"")"
"39","Stephen Lang","1612972136","1359529795214839808","Wrapped OLD MAN and did a little dance with Script Supervisor Chuck and Sound Man Hugh https://t.co/iLG6zGVLKn","c(""wrapped"", ""old"", ""man"", ""and"", ""did"", ""little"", ""dance"", ""with"", ""script"", ""supervisor"", ""chuck"", ""and"", ""sound"", ""man"", ""hugh"")"
"40","Stephen Lang","1611395634","1352917466259795968","The original Colonel Sanders https://t.co/kPLVqPrAsp","c(""the"", ""original"", ""colonel"", ""sanders"")"
"41","Stephen Lang","1610745557","1350190845077712896","'Avatar' Crew Lends Support to Manhattan DA Hopeful Lucy Lang | Hollywood Reporter One powerful Woman supporting another powerful Woman for the benefit of All #VoteLucyLang #Sigourney #Avatar #ManhattanDA #ItTakesOneToKnowOne https://t.co/Z6istuystk","c(""avatar"", ""crew"", ""lends"", ""support"", ""to"", ""manhattan"", ""da"", ""hopeful"", ""lucy"", ""lang"", ""hollywood"", ""reporter"", ""one"", ""powerful"", ""woman"", ""supporting"", ""another"", ""powerful"", ""woman"", ""for"", ""the"", ""benefit"", ""of"", ""all"", ""votelucylang"", ""sigourney"", ""avatar"", ""manhattanda"", ""ittakesonetoknowone"")"
"42","Stephen Lang","1610277583","1348228020012773376","via @NYTOpinion Amen #freepress https://t.co/cZjBfvdb2Y","c(""via"", ""nytopinion"", ""amen"", ""freepress"")"
"43","Stephen Lang","1610053648","1347288768806612992","A hour to lift your heart ❤️🤍💙 https://t.co/McV84UPUuA","c(""hour"", ""to"", ""lift"", ""your"", ""heart"", ""❤️🨯😯"")"
"44","Stephen Lang","1609795880","1346207612732399616","You got that right, T Dubb. Pass it along. https://t.co/xBpf9ZQyHC","c(""you"", ""got"", ""that"", ""right"", ""dubb"", ""pass"", ""it"", ""along"")"
"45","Stephen Lang","1609769163","1346095552686133248","https://t.co/Gwo4qJPitW #Avatar #Quaritch #VoteLucyLang https://t.co/ND9yZoNFOE","c(""avatar"", ""quaritch"", ""votelucylang"")"
"46","Stephen Lang","1609765328","1346079467362508800","Join me, James Cameron, Jon Landau, and Sigourney Weaver for a Toast &amp; Celebration of the New Year in Support of Lucy Lang for Manhattan District Attorney. #VoteLucyLang https://t.co/Gwo4qJPitW","c(""join"", ""me"", ""james"", ""cameron"", ""jon"", ""landau"", ""and"", ""sigourney"", ""weaver"", ""for"", ""toast"", ""amp"", ""celebration"", ""of"", ""the"", ""new"", ""year"", ""in"", ""support"", ""of"", ""lucy"", ""lang"", ""for"", ""manhattan"", ""district"", ""attorney"", ""votelucylang"")"
"47","Stephen Lang","1607680832","1337336458575831040","Stephen Lang weaves tale of bonding amid Gettysburg horrors - ABC News A true story of kindness and the common humanity that binds us all. For young and old. Order for the holidays #gettysburgfoundation.org https://t.co/DsxDY15H6w","c(""stephen"", ""lang"", ""weaves"", ""tale"", ""of"", ""bonding"", ""amid"", ""gettysburg"", ""horrors"", ""abc"", ""news"", ""true"", ""story"", ""of"", ""kindness"", ""and"", ""the"", ""common"", ""humanity"", ""that"", ""binds"", ""us"", ""all"", ""for"", ""young"", ""and"", ""old"", ""order"", ""for"", ""the"", ""holidays"", ""gettysburgfoundation"", ""org"")"
"48","Stephen Lang","1607652131","1337216075839250432","What an amazing and insightful discussion between Lucy and Satya. #votelucylang https://t.co/yicomISgwF","c(""what"", ""an"", ""amazing"", ""and"", ""insightful"", ""discussion"", ""between"", ""lucy"", ""and"", ""satya"", ""votelucylang"")"
"49","Stephen Lang","1607642214","1337174480070828032","https://t.co/ykV3YvxKbb check out Noah’s latest film #minorpremise Glowing review in #latimes","c(""check"", ""out"", ""noah"", ""latest"", ""film"", ""minorpremise"", ""glowing"", ""review"", ""in"", ""latimes"")"
"50","Stephen Lang","1607043013","1334661251142717440","@MissLeslieG 🪱🦟elite🐀🦨","c(""missleslieg"", ""🩳🩳elite🙳🩳"")"
"51","Stephen Lang","1606815857","1333708490746056704","New DAs Need to Learn ‘Cultural Humility,’ says NYC Prosecutor Candidate | The Crime Report https://t.co/a6KaEkgogY","c(""new"", ""das"", ""need"", ""to"", ""learn"", ""cultural"", ""humility"", ""says"", ""nyc"", ""prosecutor"", ""candidate"", ""the"", ""crime"", ""report"")"
"52","Stephen Lang","1606233039","1331263974172717056","This is the plan. It is a steadfast commitment to Dignity, Equity, and Safety for all New Yorkers. https://t.co/QeZZruIAlF","c(""this"", ""is"", ""the"", ""plan"", ""it"", ""is"", ""steadfast"", ""commitment"", ""to"", ""dignity"", ""equity"", ""and"", ""safety"", ""for"", ""all"", ""new"", ""yorkers"")"
"53","Stephen Lang","1606232725","1331262655626158080","#racialjustice #accountability #dignityequitysafety https://t.co/OfKY8AngtC","c(""racialjustice"", ""accountability"", ""dignityequitysafety"")"
"54","Stephen Lang","1605907279","1329897635914932224","Check it out #TheWheatfield #DontBreathe2 #Avatar https://t.co/YP2aWap0qh","c(""check"", ""it"", ""out"", ""thewheatfield"", ""dontbreathe"", ""avatar"")"
"55","Stephen Lang","1605806262","1329473938645262336","And now the words of a real President...... https://t.co/MqVwDc2jPP","c(""and"", ""now"", ""the"", ""words"", ""of"", ""real"", ""president"")"
"56","Stephen Lang","1605700616","1329030828916137984","No pardon. Due process. Much will fall to incoming Manhattan DA. I urge a visit to https://t.co/pIu6eqUjuq to get acquainted with the policies and vision of the most experienced, nuanced, and articulate candidate in the run for Manhattan District Attorney. #restorativejustice https://t.co/RmTJDwBqYi","c(""no"", ""pardon"", ""due"", ""process"", ""much"", ""will"", ""fall"", ""to"", ""incoming"", ""manhattan"", ""da"", ""urge"", ""visit"", ""to"", ""to"", ""get"", ""acquainted"", ""with"", ""the"", ""policies"", ""and"", ""vision"", ""of"", ""the"", ""most"", ""experienced"", ""nuanced"", ""and"", ""articulate"", ""candidate"", ""in"", ""the"", ""run"", ""for"", ""manhattan"", ""district"", ""attorney"", ""restorativejustice"")"
"57","Stephen Lang","1605655636","1328842169969496064","She speaks truth. Equity. Safety. Respect. #restorativejustice #votelucylang https://t.co/kUIJ40UkRt","c(""she"", ""speaks"", ""truth"", ""equity"", ""safety"", ""respect"", ""restorativejustice"", ""votelucylang"")"
"58","Stephen Lang","1605632445","1328744898238033920","Weinstein accusers endorse Manhattan DA candidate Lucy Lang. Powerful endorsements from Women of Fortitude. #VoteLucyLang https://t.co/68EM8rSqcO","c(""weinstein"", ""accusers"", ""endorse"", ""manhattan"", ""da"", ""candidate"", ""lucy"", ""lang"", ""powerful"", ""endorsements"", ""from"", ""women"", ""of"", ""fortitude"", ""votelucylang"")"
"59","Stephen Lang","1605611768","1328658173012697088","Young or old this story will lift your heart. Available just in time for the holidays. Order your copy at https://t.co/ZG7iwbXdZV https://t.co/7wvji7cLKL","c(""young"", ""or"", ""old"", ""this"", ""story"", ""will"", ""lift"", ""your"", ""heart"", ""available"", ""just"", ""in"", ""time"", ""for"", ""the"", ""holidays"", ""order"", ""your"", ""copy"", ""at"")"
"60","Stephen Lang","1605214625","1326992433205403648","And if you edit the movie it will be that much better! https://t.co/w26OfysmvZ","c(""and"", ""if"", ""you"", ""edit"", ""the"", ""movie"", ""it"", ""will"", ""be"", ""that"", ""much"", ""better"")"
"61","Stephen Lang","1605112880","1326565684487344128","Honoring all our Veterans today. A new day for America, and this nation can soar like an eagle. https://t.co/OtWAzib7VT","c(""honoring"", ""all"", ""our"", ""veterans"", ""today"", ""new"", ""day"", ""for"", ""america"", ""and"", ""this"", ""nation"", ""can"", ""soar"", ""like"", ""an"", ""eagle"")"
"62","Stephen Lang","1605092925","1326481990326083584","Ain’t no “probably” about it. Manhattan D.A. June, 2021 #VoteLucyLang https://t.co/dq8uzAevnW","c(""ain"", ""no"", ""probably"", ""about"", ""it"", ""manhattan"", ""june"", ""votelucylang"")"
"63","Stephen Lang","1605036234","1326244208420773888","If you are an elderly New Yorker like me, please read Lucy’s thoughts and plans for serving our needs as Manhattan District Attorney. #VoteLucyLang https://t.co/4skttb9WzI","c(""if"", ""you"", ""are"", ""an"", ""elderly"", ""new"", ""yorker"", ""like"", ""me"", ""please"", ""read"", ""lucy"", ""thoughts"", ""and"", ""plans"", ""for"", ""serving"", ""our"", ""needs"", ""as"", ""manhattan"", ""district"", ""attorney"", ""votelucylang"")"
"64","Stephen Lang","1604851535","1325469525740023808","The GOP is suffering from an acute case of #StockholmSyndrome Wishes for a quick recovery.","c(""the"", ""gop"", ""is"", ""suffering"", ""from"", ""an"", ""acute"", ""case"", ""of"", ""stockholmsyndrome"", ""wishes"", ""for"", ""quick"", ""recovery"")"
"65","Stephen Lang","1604850554","1325465410007928832","Golden words from a silver pen. Bless the friendship between Ireland and the United States. https://t.co/haYEHvXioI","c(""golden"", ""words"", ""from"", ""silver"", ""pen"", ""bless"", ""the"", ""friendship"", ""between"", ""ireland"", ""and"", ""the"", ""united"", ""states"")"
"66","Stephen Lang","1604668070","1324700017458876416","“This is the beast that almost had us mastered
Don’t rejoice yet in his defeat you men
Although the world stood up and stopped the bastard
The bitch that bore him is in heat again” 
#Brecht #fascism #neveragain","c(""this"", ""is"", ""the"", ""beast"", ""that"", ""almost"", ""had"", ""us"", ""mastered"", ""don"", ""rejoice"", ""yet"", ""in"", ""his"", ""defeat"", ""you"", ""men"", ""although"", ""the"", ""world"", ""stood"", ""up"", ""and"", ""stopped"", ""the"", ""bastard"", ""the"", ""bitch"", ""that"", ""bore"", ""him"", ""is"", ""in"", ""heat"", ""again"", ""brecht"", ""fascism"", ""neveragain"")"
"67","Antony Starr","1675538848","1621953604255875072","@quiethandfilms @stephanfleet @TheBoysTV @PrimeVideo @CBR 👍🏼❤️🐜🙏🏼🎉","c(""quiethandfilms"", ""stephanfleet"", ""theboystv"", ""primevideo"", ""cbr"", ""🕩🅩❤️🕩🕩🅩🅩"")"
"68","Antony Starr","1675538706","1621953008664776704","@stephanfleet @randyattacks I get a lot of hassle about my kiwi accent becoming “American”. I will be a better kiwi in future.","c(""stephanfleet"", ""randyattacks"", ""get"", ""lot"", ""of"", ""hassle"", ""about"", ""my"", ""kiwi"", ""accent"", ""becoming"", ""american"", ""will"", ""be"", ""better"", ""kiwi"", ""in"", ""future"")"
"69","Antony Starr","1675538528","1621952260799434752","@Ncalblacksmith Amen…","c(""ncalblacksmith"", ""amen"")"
"70","Antony Starr","1675538493","1621952115366150144","@alexrnkn @TheBoysTV @VoughtIntl This is good progress.","c(""alexrnkn"", ""theboystv"", ""voughtintl"", ""this"", ""is"", ""good"", ""progress"")"
"71","Antony Starr","1675538456","1621951961485426688","@AbiegaleL Love this art ;)","c(""abiegalel"", ""love"", ""this"", ""art"")"
"72","Antony Starr","1675538402","1621951734737260544","@gnuman1979 🫥","gnuman"
"73","Antony Starr","1675537999","1621950043061194752","@paigelikeapage @TheBoysTV @JensenAckles And hot. So hot.","c(""paigelikeapage"", ""theboystv"", ""jensenackles"", ""and"", ""hot"", ""so"", ""hot"")"
"74","Antony Starr","1675537967","1621949908734418944","@therealKripke @TheBoysTV @PrimeVideo @Reed_Dave @jesschoutime @SPTV Let’s fu€king go!!!","c(""therealkripke"", ""theboystv"", ""primevideo"", ""reed"", ""dave"", ""jesschoutime"", ""sptv"", ""let"", ""fu€king"", ""go"")"
"75","Antony Starr","1675537751","1621949002206875648","Please collect your balloon so murcins can focus on literally anything else.","c(""please"", ""collect"", ""your"", ""balloon"", ""so"", ""murcins"", ""can"", ""focus"", ""on"", ""literally"", ""anything"", ""else"")"
"76","Antony Starr","1675443783","1621554872498720768","@TheDavidStoker This is a pleasant fiction.","c(""thedavidstoker"", ""this"", ""is"", ""pleasant"", ""fiction"")"
"77","Antony Starr","1675410623","1621415791278100480","@HarshTr962 I mean. No but perhaps an Indian stomach…","c(""harshtr"", ""mean"", ""no"", ""but"", ""perhaps"", ""an"", ""indian"", ""stomach"")"
"78","Antony Starr","1675410582","1621415617117945856","@Nicememefriend5 @fzsoh Social media = no nipple. Wait—","c(""nicememefriend"", ""fzsoh"", ""social"", ""media"", ""no"", ""nipple"", ""wait"")"
"79","Antony Starr","1675410532","1621415406744309760","@qt_cheeto Croissant","c(""qt"", ""cheeto"", ""croissant"")"
"80","Antony Starr","1675410479","1621415188195835904","@nclay500 I’m in the process of mastering selfies. Feels like a great skill for the apocalypse","c(""nclay"", ""in"", ""the"", ""process"", ""of"", ""mastering"", ""selfies"", ""feels"", ""like"", ""great"", ""skill"", ""for"", ""the"", ""apocalypse"")"
"81","Antony Starr","1675410389","1621414810775699456","@BrandyTomlin143 It’s insane. Truly.","c(""brandytomlin"", ""it"", ""insane"", ""truly"")"
"82","Antony Starr","1675410332","1621414570978861056","@edgernners No. Clue.","c(""edgernners"", ""no"", ""clue"")"
"83","Antony Starr","1675410306","1621414458856804352","@fzsoh Found buttons and things","c(""fzsoh"", ""found"", ""buttons"", ""and"", ""things"")"
"84","Antony Starr","1675410016","1621413243871793152","https://t.co/8ArQi6mHoI","character(0)"
"85","Antony Starr","1675409728","1621412037246033920","@The_JessieT Bruh…roti is love","c(""the"", ""jessiet"", ""bruh"", ""roti"", ""is"", ""love"")"
"86","Antony Starr","1675397295","1621359890009653248","Just cos more https://t.co/qui3M5CKR3","c(""just"", ""cos"", ""more"")"
"87","Antony Starr","1675357903","1621194667986505728","@thecovenantmov coming April. Screen grab https://t.co/EErLizQldf","c(""thecovenantmov"", ""coming"", ""april"", ""screen"", ""grab"")"
"88","Antony Starr","1675356506","1621188808908709888","@thecovenantmov coming soon https://t.co/iH7p8QcPt5","c(""thecovenantmov"", ""coming"", ""soon"")"
"89","Antony Starr","1675345997","1621144730926211072","@thecovenantmov https://t.co/sEgY0VfxJl","thecovenantmov"
"90","Antony Starr","1675203583","1620547401512804352","@JackQuaid92 I concur quass","c(""jackquaid"", ""concur"", ""quass"")"
"91","Antony Starr","1675201883","1620540269996441600","I would pay good money to know what they dream of https://t.co/h3pQUE2rye","c(""would"", ""pay"", ""good"", ""money"", ""to"", ""know"", ""what"", ""they"", ""dream"", ""of"")"
"92","Antony Starr","1675201549","1620538870009049088","@TheBoysTV My magnificus opticuss","c(""theboystv"", ""my"", ""magnificus"", ""opticuss"")"
"93","Antony Starr","1675201414","1620538304558157824","New selfie https://t.co/O1giIpGie8","c(""new"", ""selfie"")"
"94","Antony Starr","1675201255","1620537637105963008","@RussBraun2 @TheBoysTV @therealKripke @DynamiteComics So great!","c(""russbraun"", ""theboystv"", ""therealkripke"", ""dynamitecomics"", ""so"", ""great"")"
"95","Antony Starr","1674927691","1619390225431797760","@narcissusholmes Cheers mate.","c(""narcissusholmes"", ""cheers"", ""mate"")"
"96","Antony Starr","1674875948","1619173202416250880","@TheBoysTV Almond joy thief…","c(""theboystv"", ""almond"", ""joy"", ""thief"")"
"97","Antony Starr","1674871467","1619154407391924224","@nerdist @TheBoysTV @PrimeVideo @FANologyPV @The_JessieT Yellow fingers","c(""nerdist"", ""theboystv"", ""primevideo"", ""fanologypv"", ""the"", ""jessiet"", ""yellow"", ""fingers"")"
"98","Antony Starr","1674845469","1619045362773430272","@TheBoysTV It’s true! Blissfully strolling down a palm lined beach is my new favourite thing to do.","c(""theboystv"", ""it"", ""true"", ""blissfully"", ""strolling"", ""down"", ""palm"", ""lined"", ""beach"", ""is"", ""my"", ""new"", ""favourite"", ""thing"", ""to"", ""do"")"
"99","Antony Starr","1674833648","1618995782732111872","@home_b0ys @TheBoysTV 😂👍🏼🐜","c(""home"", ""ys"", ""theboystv"", ""🟭🟭🏭🟭"")"
"100","Antony Starr","1674774478","1618747603377860608","@KarlUrban @TheBoysTV @PrimeVideo @therealKripke 🎉🎉","c(""karlurban"", ""theboystv"", ""primevideo"", ""therealkripke"", ""🁲🁲"")"
"101","Antony Starr","1674756359","1618671607903555584","@discordempress Oh god - these are popping up everywhere now. None of them can spell.","c(""discordempress"", ""oh"", ""god"", ""these"", ""are"", ""popping"", ""up"", ""everywhere"", ""now"", ""none"", ""of"", ""them"", ""can"", ""spell"")"
"102","Antony Starr","1674654644","1618244984888774656","@beeple Oh my god😂😂😂😂","c(""beeple"", ""oh"", ""my"", ""god🕥🕥🕥🕥"")"
"103","Antony Starr","1674578990","1617927666891649024","@TheCinegogue Define weirdos","c(""thecinegogue"", ""define"", ""weirdos"")"
